index;Rental_state;Start;End;Revenue;Distance;duration_minute;revenue_minute;revenue_km;car_id;accum_distance;battery_left;Running_revenue;Running_Minutes;minutes_until_breakeven;;
52390;RED;28/07/2017 23:06:32;28/07/2017 23:40:33;6,65;11;34,02438333;0,195448068;0,604545455;2;41;79,5;;;-540;;
27277;RED;29/07/2017 00:13:42;29/07/2017 00:21:26;1,61;4;7,733233333;0,208192347;0,4025;2;45;77,5;;;-540;;
2374;RED;29/07/2017 00:31:35;29/07/2017 00:42:36;2,22;5;11,01351667;0,201570494;0,444;2;50;75;;;-540;;
94861;RED;29/07/2017 00:46:16;29/07/2017 01:02:48;4,13;8;16,54123333;0,249679085;0,51625;2;58;71;;;-540;;
3795;RED;29/07/2017 01:11:38;29/07/2017 01:36:26;7,14;14;24,80981667;0,287789309;0,51;2;72;64;;;-540;;
75267;RED;29/07/2017 09:11:05;29/07/2017 09:49:48;7,37;10;38,72125;0,190334765;0,737;2;82;59;;;-540;;
52946;RED;29/07/2017 09:55:23;29/07/2017 10:14:42;5,46;7;19,32131667;0,282589437;0,78;2;89;55,5;;;-540;;
73457;RED;29/07/2017 10:23:19;29/07/2017 11:07:11;11,02;16;43,85285;0,251294956;0,68875;2;105;47,5;;;-540;;
99354;RED;29/07/2017 11:48:36;29/07/2017 12:28:43;10,42;22;40,10941667;0,259789368;0,473636364;2;127;36,5;;;-540;;
4790;RED;29/07/2017 16:27:48;29/07/2017 16:50:17;4,44;7;22,48336667;0,197479322;0,634285714;2;134;33;;;-540;;
29279;RED;29/07/2017 16:53:02;29/07/2017 17:43:02;9,3;2;50,0002;0,185999256;4,65;2;136;32;;;-540;;
65568;RED;29/07/2017 17:47:09;29/07/2017 18:20:40;9,43;8;33,51791667;0,281342068;1,17875;2;144;28;;;-540;;
47536;RED;29/07/2017 19:00:34;29/07/2017 19:21:39;4,07;5;21,09483333;0,192938239;0,814;2;149;25,5;;;-540;;
18373;RED;29/07/2017 19:26:19;29/07/2017 19:29:52;0,81;1;3,544383333;0,228530586;0,81;2;150;25;;;-540;;
62851;RED;29/07/2017 19:45:19;29/07/2017 20:11:55;5,45;9;26,59871667;0,204897103;0,605555556;2;159;20,5;;;-540;;
67247;RED;30/07/2017 18:12:35;30/07/2017 18:46:15;8,66;10;33,67858333;0,257136707;0,866;2;0;100;;;-540;;
39272;RED;31/07/2017 08:22:30;31/07/2017 08:33:46;2,22;4;11,27076667;0,196969742;0,555;2;4;98;;;-540;;
44923;RED;31/07/2017 08:40:27;31/07/2017 08:53:37;2,62;4;13,16845;0,198960394;0,655;2;8;96;;;-540;;
71345;RED;31/07/2017 08:55:16;31/07/2017 09:12:14;3,43;8;16,97633333;0,202045986;0,42875;2;16;92;;;-540;;
30004;RED;31/07/2017 09:17:32;31/07/2017 09:52:37;6,89;12;35,08543333;0,196377794;0,574166667;2;28;86;;;-540;;
73575;RED;31/07/2017 09:59:52;31/07/2017 10:13:38;3,45;5;13,76168333;0,250696075;0,69;2;33;83,5;;;-540;;
92046;RED;31/07/2017 10:30:06;31/07/2017 10:47:22;2,89;1;17,2678;0,167363532;2,89;2;34;83;;;-540;;
34531;RED;31/07/2017 10:49:05;31/07/2017 11:07:09;3,63;6;18,06445;0,200947164;0,605;2;40;80;;;-540;;
11532;RED;31/07/2017 11:27:38;31/07/2017 11:56:01;5,06;2;28,38196667;0,178282219;2,53;2;42;79;;;-540;;
62685;RED;31/07/2017 11:58:44;31/07/2017 12:09:42;2,22;4;10,9685;0,202397775;0,555;2;46;77;;;-540;;
19059;RED;31/07/2017 12:21:25;31/07/2017 12:34:25;2,54;2;12,99728333;0,195425454;1,27;2;48;76;;;-540;;
55198;RED;31/07/2017 15:10:15;31/07/2017 16:00:09;9,45;8;49,9102;0,189340055;1,18125;2;56;72;;;-540;;
21365;RED;31/07/2017 16:00:11;31/07/2017 16:44:55;11,44;5;44,73195;0,255745614;2,288;2;61;69,5;;;-540;;
9585;RED;31/07/2017 18:11:44;31/07/2017 18:19:02;1,41;2;7,291333333;0,193380269;0,705;2;63;68,5;;;-540;;
59796;RED;31/07/2017 19:46:28;31/07/2017 19:53:12;1,82;2;6,7424;0,269933555;0,91;2;65;67,5;;;-540;;
75776;RED;01/08/2017 07:12:49;01/08/2017 07:34:28;5,17;6;21,6477;0,238824448;0,861666667;2;71;64,5;;;-540;;
44502;RED;01/08/2017 18:06:50;01/08/2017 19:07:12;11,76;13;60,3694;0,194800677;0,904615385;2;84;58;;;-540;;
99558;RED;01/08/2017 19:10:41;01/08/2017 19:20:17;1,89;2;9,59095;0,197060771;0,945;2;86;57;;;-540;;
83059;RED;01/08/2017 21:31:36;01/08/2017 21:40:59;1,82;4;9,397066667;0,19367746;0,455;2;90;55;;;-540;;
44609;RED;01/08/2017 21:46:31;01/08/2017 22:00:44;2,74;5;14,21086667;0,192810197;0,548;2;95;52,5;;;-540;;
53660;RED;02/08/2017 08:11:39;02/08/2017 08:53:09;10,74;18;41,4993;0,258799546;0,596666667;2;113;43,5;;;-540;;
37620;RED;02/08/2017 12:33:32;02/08/2017 13:06:12;6,28;8;32,6658;0,192249998;0,785;2;121;39,5;;;-540;;
75202;RED;02/08/2017 13:07:06;02/08/2017 13:11:18;0,81;1;4,203016667;0,192718722;0,81;2;122;39;;;-540;;
66929;RED;02/08/2017 13:19:27;02/08/2017 13:37:58;3,63;8;18,52176667;0,195985624;0,45375;2;130;35;;;-540;;
63231;RED;02/08/2017 13:52:19;02/08/2017 14:01:32;1,82;2;9,215066667;0,197502641;0,91;2;132;34;;;-540;;
19123;RED;02/08/2017 15:16:36;02/08/2017 15:29:13;2,42;6;12,61181667;0,191883538;0,403333333;2;138;31;;;-540;;
17353;RED;02/08/2017 15:35:50;02/08/2017 15:48:13;2,42;4;12,37871667;0,195496841;0,605;2;142;29;;;-540;;
95285;RED;02/08/2017 16:06:22;02/08/2017 16:17:16;2,22;4;10,90011667;0,203667545;0,555;2;146;27;;;-540;;
33759;RED;02/08/2017 16:30:29;02/08/2017 16:35:37;1,01;0;5,13505;0,196687471;inf;2;146;27;;;-540;;
60516;RED;02/08/2017 16:37:53;02/08/2017 16:55:04;3,63;4;17,1761;0,211340176;0,9075;2;150;25;;;-540;;
30638;RED;02/08/2017 17:45:39;02/08/2017 18:16:35;8,08;19;30,94833333;0,261080295;0,425263158;2;0;100;;;-540;;
12303;RED;03/08/2017 05:43:45;03/08/2017 05:46:25;0,61;1;2,662416667;0,229115152;0,61;2;1;99,5;;;-540;;
76428;RED;03/08/2017 06:38:57;03/08/2017 06:49:48;2,87;3;10,86158333;0,264234036;0,956666667;2;4;98;;;-540;;
44983;RED;03/08/2017 06:57:42;03/08/2017 07:16:38;3,83;8;18,93443333;0,20227698;0,47875;2;12;94;;;-540;;
21840;RED;03/08/2017 11:05:54;03/08/2017 11:16:01;2,02;3;10,10816667;0,199838414;0,673333333;2;15;92,5;;;-540;;
80781;RED;03/08/2017 14:47:45;03/08/2017 15:13:10;5,24;9;25,42483333;0,206097713;0,582222222;2;24;88;;;-540;;
57033;RED;03/08/2017 15:15:32;03/08/2017 15:30:33;3,03;4;15,02546667;0,20165763;0,7575;2;28;86;;;-540;;
48697;RED;03/08/2017 15:56:15;03/08/2017 16:17:18;5,27;6;21,0488;0,250370567;0,878333333;2;34;83;;;-540;;
72916;RED;03/08/2017 19:34:28;03/08/2017 19:45:32;2,22;4;11,06753333;0,200586701;0,555;2;38;81;;;-540;;
22913;RED;03/08/2017 19:46:14;03/08/2017 20:19:53;6,86;13;33,64516667;0,203892585;0,527692308;2;51;74,5;;;-540;;
55792;RED;03/08/2017 22:22:21;03/08/2017 22:44:07;4,44;8;21,7668;0,203980374;0,555;2;59;70,5;;;-540;;
48532;RED;04/08/2017 05:31:56;04/08/2017 05:53:34;5,73;14;21,61883333;0,26504668;0,409285714;2;73;63,5;;;-540;;
9730;RED;04/08/2017 11:24:23;04/08/2017 14:56:51;36,91;37;212,4706667;0,173718098;0,997567568;2;110;45;;;-540;;
44042;RED;04/08/2017 15:16:57;04/08/2017 15:38:42;4,44;6;21,7492;0,20414544;0,74;2;116;42;;;-540;;
91556;RED;04/08/2017 16:38:58;04/08/2017 16:51:01;2,42;4;12,03578333;0,201067096;0,605;2;120;40;;;-540;;
59280;RED;04/08/2017 18:31:12;04/08/2017 18:32:17;0;0;1,098966667;0;0;2;120;40;;;-540;;
18385;RED;04/08/2017 18:36:36;04/08/2017 19:11:22;6,81;6;34,76656667;0,19587784;1,135;2;126;37;;;-540;;
62498;RED;04/08/2017 19:15:57;04/08/2017 19:27:36;2,82;2;11,66226667;0,241805481;1,41;2;128;36;;;-540;;
19400;RED;04/08/2017 19:31:02;04/08/2017 19:56:47;5,24;9;25,74048333;0,203570381;0,582222222;2;137;31,5;;;-540;;
84239;RED;04/08/2017 20:01:56;04/08/2017 20:29:55;5,65;14;27,97666667;0,201954009;0,403571429;2;151;24,5;;;-540;;
49216;RED;04/08/2017 20:55:11;04/08/2017 21:06:50;2,42;4;11,65078333;0,207711356;0,605;2;155;22,5;;;-540;;
76944;RED;05/08/2017 08:30:24;05/08/2017 08:55:09;6,51;19;24,74885;0,263042525;0,342631579;2;0;100;;;-540;;
55353;RED;05/08/2017 18:39:49;05/08/2017 18:54:51;3,03;7;15,03215;0,201567973;0,432857143;2;7;96,5;;;-540;;
14023;RED;05/08/2017 19:50:14;05/08/2017 20:19:20;8,29;11;29,11276667;0,284754798;0,753636364;2;18;91;;;-540;;
17759;RED;05/08/2017 20:56:27;05/08/2017 21:06:12;1,82;3;9,755883333;0,186554096;0,606666667;2;21;89,5;;;-540;;
31608;RED;07/08/2017 10:25:36;07/08/2017 10:30:12;0,81;2;4,5989;0,176129074;0,405;2;23;88,5;;;-540;;
67731;RED;07/08/2017 11:42:01;07/08/2017 18:14:23;64,26;10;392,3554;0,163780083;6,426;2;33;83,5;;;-540;;
45941;RED;07/08/2017 18:36:22;07/08/2017 18:40:19;0,81;1;3,939366667;0,205616808;0,81;2;34;83;;;-540;;
1992;RED;08/08/2017 17:43:23;08/08/2017 18:10:17;5,45;13;26,90261667;0,202582525;0,419230769;2;47;76,5;;;-540;;
82096;RED;08/08/2017 19:22:03;08/08/2017 19:45:46;4,84;11;23,71873333;0,204058114;0,44;2;58;71;;;-540;;
78874;RED;09/08/2017 08:22:07;09/08/2017 08:44:32;4,44;15;22,42988333;0,197950205;0,296;2;73;63,5;;;-540;;
23516;RED;09/08/2017 10:45:29;09/08/2017 11:00:28;3,03;6;14,98508333;0,202201078;0,505;2;79;60,5;;;-540;;
43297;RED;09/08/2017 11:00:37;09/08/2017 11:11:17;2,22;3;10,66708333;0,20811687;0,74;2;82;59;;;-540;;
79329;RED;09/08/2017 11:55:48;09/08/2017 12:33:47;7,66;14;37,98281667;0,201670141;0,547142857;2;96;52;;;-540;;
32185;RED;09/08/2017 16:21:49;09/08/2017 16:53:12;6,33;11;31,39488333;0,201625212;0,575454545;2;107;46,5;;;-540;;
39726;RED;09/08/2017 17:57:15;09/08/2017 18:28:05;6,25;8;30,831;0,202718044;0,78125;2;115;42,5;;;-540;;
31788;RED;09/08/2017 18:30:27;09/08/2017 18:43:26;2,5;4;12,98061667;0,192594856;0,625;2;119;40,5;;;-540;;
98935;RED;09/08/2017 19:39:07;09/08/2017 19:52:56;2,82;6;13,81268333;0,204160186;0,47;2;125;37,5;;;-540;;
97840;RED;09/08/2017 19:53:10;09/08/2017 20:09:34;3,43;5;16,40191667;0,209121901;0,686;2;130;35;;;-540;;
62223;RED;09/08/2017 21:01:56;09/08/2017 21:12:43;2,22;5;10,78518333;0,205837947;0,444;2;135;32,5;;;-540;;
79781;RED;09/08/2017 21:15:31;09/08/2017 21:20:37;1,01;1;5,099883333;0,198043746;1,01;2;136;32;;;-540;;
83550;RED;09/08/2017 21:23:54;09/08/2017 21:34:41;2,02;3;10,79253333;0,187166436;0,673333333;2;139;30,5;;;-540;;
950;RED;09/08/2017 21:40:29;10/08/2017 00:12:47;25,45;12;152,2976833;0,167106941;2,120833333;2;151;24,5;;;-540;;
37011;RED;10/08/2017 18:28:42;10/08/2017 18:46:50;3,63;6;18,12988333;0,200221917;0,605;2;157;21,5;;;-540;;
76156;RED;10/08/2017 18:47:24;10/08/2017 19:00:26;2,62;4;13,03361667;0,201018648;0,655;2;0;100;;;-540;;
19666;RED;11/08/2017 04:06:05;11/08/2017 04:12:25;1,41;2;6,34215;0,222322083;0,705;2;2;99;;;-540;;
47728;RED;11/08/2017 04:53:23;11/08/2017 05:12:48;3,91;8;19,41911667;0,201347984;0,48875;2;10;95;;;-540;;
46475;RED;11/08/2017 06:32:31;11/08/2017 06:43:01;2,02;4;10,50546667;0,192280844;0,505;2;14;93;;;-540;;
21283;RED;11/08/2017 07:10:01;11/08/2017 07:19:45;2,02;5;9,743683333;0,207313798;0,404;2;19;90,5;;;-540;;
538;RED;11/08/2017 07:25:56;11/08/2017 07:52:33;5,45;18;26,60186667;0,204872841;0,302777778;2;37;81,5;;;-540;;
55930;RED;11/08/2017 07:53:18;11/08/2017 08:05:30;2,42;3;12,1909;0,198508724;0,806666667;2;40;80;;;-540;;
27377;RED;11/08/2017 08:10:26;11/08/2017 08:22:08;2,42;4;11,6869;0,207069454;0,605;2;44;78;;;-540;;
2429;RED;11/08/2017 08:48:01;11/08/2017 09:02:30;3,65;7;14,48608333;0,251965967;0,521428571;2;51;74,5;;;-540;;
36359;RED;11/08/2017 13:20:40;11/08/2017 13:34:22;0;0;13,70171667;0;0;2;51;74,5;;;-540;;
8902;RED;11/08/2017 15:04:48;11/08/2017 15:12:36;1,61;2;7,811683333;0,206101544;0,805;2;53;73,5;;;-540;;
13598;RED;11/08/2017 15:15:24;11/08/2017 15:26:32;2,22;3;11,1366;0,199342708;0,74;2;56;72;;;-540;;
2373;RED;11/08/2017 15:41:29;11/08/2017 15:59:33;3,63;6;18,06803333;0,200907311;0,605;2;62;69;;;-540;;
39527;RED;11/08/2017 16:26:30;11/08/2017 16:36:28;2,86;4;9,973333333;0,286764706;0,715;2;66;67;;;-540;;
51655;RED;11/08/2017 17:08:21;11/08/2017 17:27:13;3,83;4;18,8669;0,203001023;0,9575;2;70;65;;;-540;;
5238;RED;12/08/2017 13:32:01;12/08/2017 13:43:52;2,42;3;11,8517;0,204190116;0,806666667;2;73;63,5;;;-540;;
72715;RED;12/08/2017 13:49:37;12/08/2017 14:05:49;3,43;7;16,19075;0,211849358;0,49;2;80;60;;;-540;;
49242;RED;12/08/2017 14:06:38;12/08/2017 14:46:22;8,78;5;39,74006667;0,220935714;1,756;2;85;57,5;;;-540;;
39204;RED;12/08/2017 14:47:29;12/08/2017 14:52:57;1,01;1;5,4534;0,18520556;1,01;2;86;57;;;-540;;
88695;RED;12/08/2017 14:53:26;12/08/2017 15:17:35;4,84;9;24,14701667;0,20043884;0,537777778;2;95;52,5;;;-540;;
64080;RED;12/08/2017 15:29:18;12/08/2017 15:42:03;2,54;3;12,76373333;0,199001337;0,846666667;2;98;51;;;-540;;
31328;RED;12/08/2017 16:03:13;12/08/2017 16:20:07;3,43;6;16,8951;0,203017443;0,571666667;2;104;48;;;-540;;
23325;RED;12/08/2017 16:26:13;12/08/2017 16:59:49;6,86;12;33,60201667;0,204154413;0,571666667;2;116;42;;;-540;;
19901;RED;12/08/2017 17:02:40;12/08/2017 17:08:36;1,21;3;5,92075;0,204366001;0,403333333;2;119;40,5;;;-540;;
205;RED;13/08/2017 12:33:26;13/08/2017 12:40:46;1,41;2;7,324033333;0,192516874;0,705;2;121;39,5;;;-540;;
62577;RED;13/08/2017 14:56:42;13/08/2017 14:56:59;0;0;0,280866667;0;0;2;121;39,5;;;-540;;
90408;RED;13/08/2017 15:33:42;13/08/2017 16:00:46;6,73;5;27,07735;0,248547218;1,346;2;126;37;;;-540;;
54891;RED;13/08/2017 16:12:15;13/08/2017 16:26:21;2,82;5;14,1072;0,199897924;0,564;2;131;34,5;;;-540;;
64193;RED;13/08/2017 16:28:21;13/08/2017 17:00:53;8,34;7;32,53418333;0,256345761;1,191428571;2;138;31;;;-540;;
84037;RED;13/08/2017 17:01:34;13/08/2017 17:11:35;2,02;3;10,01928333;0,201611226;0,673333333;2;141;29,5;;;-540;;
10481;RED;13/08/2017 17:20:24;13/08/2017 17:44:39;4,84;9;24,25423333;0,199552793;0,537777778;2;150;25;;;-540;;
17367;RED;13/08/2017 17:47:09;13/08/2017 17:59:39;2,62;5;12,49513333;0,209681636;0,524;2;155;22,5;;;-540;;
95125;RED;13/08/2017 18:01:41;13/08/2017 19:42:01;17,23;17;100,33955;0,171716935;1,013529412;2;0;100;;;-540;;
40557;RED;14/08/2017 04:49:09;14/08/2017 04:58:13;1,82;4;9,06455;0,200782168;0,455;2;4;98;;;-540;;
39133;RED;14/08/2017 07:18:05;14/08/2017 07:40:20;4,44;10;22,23663333;0,199670514;0,444;2;14;93;;;-540;;
79295;RED;14/08/2017 07:43:48;14/08/2017 07:52:37;2,34;3;8,821466667;0,265262012;0,78;2;17;91,5;;;-540;;
25171;RED;14/08/2017 08:00:47;14/08/2017 08:28:11;5,45;11;27,39285;0,198957027;0,495454545;2;28;86;;;-540;;
16342;RED;14/08/2017 11:00:09;14/08/2017 11:11:34;2,42;3;11,41035;0,212088148;0,806666667;2;31;84,5;;;-540;;
69570;RED;14/08/2017 11:45:09;14/08/2017 12:10:36;5,24;10;25,44498333;0,205934503;0,524;2;41;79,5;;;-540;;
57076;RED;14/08/2017 18:19:43;14/08/2017 20:00:45;19,91;10;101,0335;0,19706335;1,991;2;51;74,5;;;-540;;
73093;RED;14/08/2017 21:21:23;14/08/2017 21:29:17;1,61;4;7,9106;0,203524385;0,4025;2;55;72,5;;;-540;;
41165;RED;14/08/2017 21:38:23;14/08/2017 21:45:04;1,41;3;6,670183333;0,211388493;0,47;2;58;71;;;-540;;
73646;RED;15/08/2017 08:11:06;15/08/2017 08:23:37;2,42;5;12,51636667;0,193346845;0,484;2;63;68,5;;;-540;;
60891;RED;15/08/2017 08:39:35;15/08/2017 08:59:05;4,03;7;19,4991;0,206676206;0,575714286;2;70;65;;;-540;;
76196;RED;15/08/2017 09:00:12;15/08/2017 09:26:31;5,45;18;26,31581667;0,207099786;0,302777778;2;88;56;;;-540;;
41536;RED;15/08/2017 16:10:27;15/08/2017 16:24:33;2,82;7;14,10576667;0,199918237;0,402857143;2;95;52,5;;;-540;;
66811;RED;15/08/2017 16:27:15;15/08/2017 16:56:39;5,55;6;29,39796667;0,188788567;0,925;2;101;49,5;;;-540;;
93151;RED;15/08/2017 20:02:17;15/08/2017 20:09:32;1,41;2;7,2518;0,194434485;0,705;2;103;48,5;;;-540;;
68583;RED;15/08/2017 20:34:45;15/08/2017 20:43:56;1,82;4;9,175416667;0,198356115;0,455;2;107;46,5;;;-540;;
31403;RED;16/08/2017 08:01:16;16/08/2017 08:21:39;5,21;10;20,396;0,255442244;0,521;2;117;41,5;;;-540;;
43626;RED;16/08/2017 08:24:43;16/08/2017 08:37:44;2,62;5;13,00898333;0,201399289;0,524;2;122;39;;;-540;;
66075;RED;16/08/2017 08:41:36;16/08/2017 08:57:29;3,23;4;15,88681667;0,203313229;0,8075;2;126;37;;;-540;;
82684;RED;16/08/2017 08:57:30;16/08/2017 09:03:08;1,21;1;5,627516667;0,215014912;1,21;2;127;36,5;;;-540;;
46291;RED;16/08/2017 13:05:32;16/08/2017 13:27:58;4,44;9;22,43566667;0,197899178;0,493333333;2;136;32;;;-540;;
16334;RED;16/08/2017 15:08:02;16/08/2017 15:13:20;1,56;1;5,311733333;0,293689442;1,56;2;137;31,5;;;-540;;
29412;RED;16/08/2017 15:50:06;16/08/2017 16:05:31;3,03;4;15,4261;0,196420353;0,7575;2;141;29,5;;;-540;;
16561;RED;16/08/2017 17:55:15;16/08/2017 18:07:44;2,62;3;12,48996667;0,209768374;0,873333333;2;144;28;;;-540;;
11408;RED;16/08/2017 18:13:11;16/08/2017 18:24:34;2,22;4;11,38405;0,195009685;0,555;2;148;26;;;-540;;
79423;RED;16/08/2017 18:34:38;16/08/2017 18:47:16;2,54;6;12,63543333;0,201021994;0,423333333;2;154;23;;;-540;;
30753;RED;16/08/2017 18:51:29;16/08/2017 19:02:38;2,22;3;11,14068333;0,199269644;0,74;2;157;21,5;;;-540;;
88651;RED;16/08/2017 19:11:17;16/08/2017 19:30:44;3,83;7;19,45175;0,196897451;0,547142857;2;0;100;;;-540;;
91047;RED;17/08/2017 04:34:24;17/08/2017 04:56:22;4,35;11;21,9722;0,197977444;0,395454545;2;11;94,5;;;-540;;
56620;RED;17/08/2017 08:35:11;17/08/2017 08:51:22;3,23;6;16,18;0,199629172;0,538333333;2;17;91,5;;;-540;;
48288;RED;17/08/2017 09:13:05;17/08/2017 09:29:56;3,35;4;16,84113333;0,198917729;0,8375;2;21;89,5;;;-540;;
85859;RED;17/08/2017 09:36:14;17/08/2017 09:43:07;1,41;2;6,895666667;0,204476241;0,705;2;23;88,5;;;-540;;
93996;RED;17/08/2017 11:04:26;17/08/2017 11:15:03;2,22;5;10,60515;0,209332258;0,444;2;28;86;;;-540;;
30582;RED;17/08/2017 13:15:47;17/08/2017 13:44:14;5,6;8;28,45295;0,196816147;0,7;2;36;82;;;-540;;
92914;RED;17/08/2017 14:08:41;17/08/2017 14:47:40;7,87;33;38,98171667;0,201889518;0,238484848;2;69;65,5;;;-540;;
60422;RED;17/08/2017 15:38:58;17/08/2017 16:03:12;6,25;11;24,23071667;0,257937067;0,568181818;2;80;60;;;-540;;
23305;RED;17/08/2017 18:37:26;17/08/2017 19:11:00;8,86;10;33,56991667;0,26392678;0,886;2;90;55;;;-540;;
70029;RED;17/08/2017 19:11:27;17/08/2017 19:25:05;2,74;5;13,64071667;0,200869211;0,548;2;95;52,5;;;-540;;
36164;RED;17/08/2017 19:27:49;17/08/2017 19:45:43;4,69;6;17,89985;0,262013369;0,781666667;2;101;49,5;;;-540;;
76692;RED;17/08/2017 21:10:18;17/08/2017 21:19:48;2,61;2;9,513066667;0,274359477;1,305;2;103;48,5;;;-540;;
79221;RED;17/08/2017 23:59:59;18/08/2017 00:08:31;1,82;3;8,530966667;0,213340419;0,606666667;2;106;47;;;-540;;
70069;RED;18/08/2017 00:28:24;18/08/2017 00:38:02;2,61;3;9,625683333;0,271149581;0,87;2;109;45,5;;;-540;;
94110;RED;18/08/2017 00:52:31;18/08/2017 00:58:31;1,21;1;5,997983333;0,201734472;1,21;2;110;45;;;-540;;
48806;RED;18/08/2017 01:00:20;18/08/2017 01:48:35;10,99;14;48,26186667;0,227716016;0,785;2;124;38;;;-540;;
7021;RED;18/08/2017 06:03:49;18/08/2017 06:17:31;2,82;5;13,68531667;0,206060267;0,564;2;129;35,5;;;-540;;
57110;RED;18/08/2017 06:43:39;18/08/2017 07:06:32;4,64;10;22,88336667;0,202767367;0,464;2;139;30,5;;;-540;;
70887;RED;18/08/2017 17:51:08;18/08/2017 18:00:29;2,02;4;9,339216667;0,21629223;0,505;2;143;28,5;;;-540;;
21161;RED;18/08/2017 18:54:38;18/08/2017 19:16:14;4,24;8;21,58953333;0,196391461;0,53;2;151;24,5;;;-540;;
98775;RED;18/08/2017 19:17:53;18/08/2017 19:26:12;1,61;4;8,3259;0,193372488;0,4025;2;155;22,5;;;-540;;
50609;RED;19/08/2017 08:23:27;19/08/2017 08:39:06;3,23;7;15,63575;0,206577874;0,461428571;2;0;100;;;-540;;
25129;RED;19/08/2017 19:01:21;19/08/2017 19:33:00;6,45;8;31,65626667;0,203751127;0,80625;2;8;96;;;-540;;
28499;RED;19/08/2017 22:15:51;19/08/2017 22:30:28;2,82;5;14,62031667;0,192882279;0,564;2;13;93,5;;;-540;;
75538;RED;19/08/2017 22:35:18;19/08/2017 22:54:49;4,03;9;19,52878333;0,206362062;0,447777778;2;22;89;;;-540;;
76420;RED;20/08/2017 17:05:25;20/08/2017 17:10:33;1,3;1;5,12225;0,253794719;1,3;2;23;88,5;;;-540;;
66147;RED;20/08/2017 17:15:40;20/08/2017 17:26:04;2,22;4;10,40903333;0,213276289;0,555;2;27;86,5;;;-540;;
51902;RED;20/08/2017 22:15:36;20/08/2017 22:35:15;3,78;7;19,63758333;0,192488044;0,54;2;34;83;;;-540;;
33562;RED;21/08/2017 07:16:18;21/08/2017 07:40:56;5,04;11;24,63815;0,204560813;0,458181818;2;45;77,5;;;-540;;
9492;RED;21/08/2017 07:41:13;21/08/2017 07:53:29;2,62;3;12,27146667;0,213503412;0,873333333;2;48;76;;;-540;;
85548;RED;21/08/2017 08:18:12;21/08/2017 08:25:22;1,41;1;7,165916667;0,196764778;1,41;2;49;75,5;;;-540;;
75695;RED;21/08/2017 16:22:43;21/08/2017 16:42:03;3,83;7;19,33336667;0,198103107;0,547142857;2;56;72;;;-540;;
62359;RED;21/08/2017 16:45:47;21/08/2017 16:57:52;2,54;5;12,0812;0,210244015;0,508;2;61;69,5;;;-540;;
53166;RED;21/08/2017 17:09:39;21/08/2017 17:28:46;3,83;7;19,11321667;0,200384899;0,547142857;2;68;66;;;-540;;
53569;RED;21/08/2017 18:18:24;21/08/2017 18:37:21;3,83;7;18,95561667;0,202050931;0,547142857;2;75;62,5;;;-540;;
27133;RED;22/08/2017 05:27:36;22/08/2017 05:40:49;3,39;5;13,21401667;0,256545764;0,678;2;80;60;;;-540;;
14731;RED;22/08/2017 16:52:42;22/08/2017 17:30:16;7,58;13;37,57048333;0,201754125;0,583076923;2;93;53,5;;;-540;;
29076;RED;22/08/2017 17:41:42;22/08/2017 17:47:45;1,33;1;6,042983333;0,220089967;1,33;2;94;53;;;-540;;
24067;RED;22/08/2017 18:58:36;22/08/2017 19:09:41;2,22;4;11,08328333;0,200301655;0,555;2;98;51;;;-540;;
97232;RED;22/08/2017 21:04:21;22/08/2017 21:17:39;3,71;7;13,29698333;0,279010653;0,53;2;105;47,5;;;-540;;
1098;RED;22/08/2017 21:29:28;22/08/2017 21:42:33;3,71;5;13,08508333;0,283528955;0,742;2;110;45;;;-540;;
42569;RED;22/08/2017 21:44:57;22/08/2017 21:57:05;3,43;5;12,13325;0,282694249;0,686;2;115;42,5;;;-540;;
22973;RED;22/08/2017 22:02:33;22/08/2017 22:15:41;2,62;5;13,13528333;0,19946277;0,524;2;120;40;;;-540;;
88874;RED;22/08/2017 22:48:12;22/08/2017 23:02:04;2,82;5;13,87631667;0,203223958;0,564;2;125;37,5;;;-540;;
49785;RED;22/08/2017 23:03:21;22/08/2017 23:17:07;4;5;13,76068333;0,290683239;0,8;2;130;35;;;-540;;
75027;RED;23/08/2017 09:25:13;23/08/2017 09:38:51;2,82;5;13,62855;0,206918564;0,564;2;135;32,5;;;-540;;
13599;RED;23/08/2017 09:39:56;23/08/2017 09:57:33;3,63;6;17,61366667;0,206089968;0,605;2;141;29,5;;;-540;;
84077;RED;23/08/2017 10:00:28;23/08/2017 10:10:55;2,22;4;10,44923333;0,212455778;0,555;2;145;27,5;;;-540;;
76978;RED;23/08/2017 10:22:01;23/08/2017 10:33:45;2,42;4;11,74786667;0,205994847;0,605;2;149;25,5;;;-540;;
62967;RED;23/08/2017 10:38:18;23/08/2017 10:50:15;2,21;3;11,95073333;0,18492589;0,736666667;2;152;24;;;-540;;
11732;RED;23/08/2017 12:10:45;23/08/2017 12:35:46;5,04;3;25,02203333;0,20142248;1,68;2;155;22,5;;;-540;;
44841;RED;23/08/2017 12:37:49;23/08/2017 12:51:26;3,25;3;13,62698333;0,238497393;1,083333333;2;158;21;;;-540;;
55326;RED;23/08/2017 13:11:35;23/08/2017 13:18:48;1,41;2;7,205366667;0,195687474;0,705;2;0;100;;;-540;;
