Rental_state,Start,End,Revenue,Distance
RED,2017-12-27 13:46:54.1330000,2017-12-27 14:38:45.8890000,11.36,12
GREEN,2017-06-07 21:03:18.0740000,2017-06-08 07:13:37.6550000,0.0,0
RED,2017-11-21 08:06:37.2220000,2017-11-21 08:19:19.5160000,3.71,4
GREEN,2017-06-07 19:27:55.5180000,2017-06-07 22:00:07.8290000,0.0,0
GREEN,2017-03-21 18:51:59.2990000,2017-03-21 18:53:07.4540000,0.0,0
RED,2017-01-02 02:04:17.4790000,2017-01-02 02:15:11.6830000,2.22,5
GREEN,2017-01-02 15:47:58.7120000,2017-01-02 15:49:44.9470000,0.0,0
GREEN,2017-06-05 19:37:29.9260000,2017-06-05 19:37:55.5840000,0.0,0
GREEN,2017-01-10 06:03:56.9910000,2017-01-10 07:28:32.3460000,0.0,0
GREEN,2017-02-08 15:08:02.2990000,2017-02-08 15:15:49.8520000,0.0,0
GREEN,2017-05-17 07:52:31.8480000,2017-05-17 08:19:38.0350000,0.0,0
GREEN,2017-04-16 11:02:58.8540000,2017-04-16 11:03:47.6740000,0.0,0
RED,2017-04-25 17:03:16.7870000,2017-04-25 17:27:15.6080000,4.84,8
RED,2017-05-26 19:10:06.5390000,2017-05-26 19:20:41.4430000,2.86,3
GREEN,2017-12-22 13:06:59.8280000,2017-12-22 13:27:30.7090000,0.0,0
GREEN,2017-10-15 07:23:51.2160000,2017-10-15 18:01:24.6800000,0.0,0
GREEN,2017-01-26 07:22:07.4520000,2017-01-26 07:23:24.6460000,0.0,0
GREEN,2017-05-07 14:32:52.9750000,2017-05-07 16:43:48.6980000,0.0,0
GREEN,2017-04-21 17:52:16.3190000,2017-04-21 18:02:55.7360000,0.0,0
GREEN,2017-12-17 00:39:56.4300000,2017-12-17 00:49:31.6410000,0.0,0
GREEN,2017-10-15 07:50:12.4520000,2017-10-15 13:16:30.7750000,0.0,0
GREEN,2017-02-20 10:26:22.5670000,2017-02-20 11:02:04.4910000,0.0,0
GREEN,2017-04-25 18:56:52.7050000,2017-04-26 07:38:45.9180000,0.0,0
RED,2017-08-22 14:28:41.5410000,2017-08-22 14:34:53.5890000,0.0,0
RED,2017-06-01 18:41:02.3040000,2017-06-01 18:57:31.8470000,3.43,3
GREEN,2017-01-10 14:06:53.4920000,2017-01-10 14:06:59.8990000,0.0,0
GREEN,2017-04-19 19:00:03.9880000,2017-04-19 19:02:47.9920000,0.0,0
GREEN,2017-07-27 08:37:39.3620000,2017-07-27 14:21:33.9380000,0.0,0
RED,2017-04-25 15:36:30.2740000,2017-04-25 15:55:49.9280000,5.43,8
RED,2017-01-07 09:34:54.7090000,2017-01-07 09:55:12.7830000,4.03,6
RED,2017-07-30 10:31:59.4130000,2017-07-30 10:44:12.3280000,2.42,6
GREEN,2017-01-26 17:20:53.3790000,2017-01-26 17:43:28.3230000,0.0,0
GREEN,2017-11-01 19:17:23.2540000,2017-11-01 19:18:02.7400000,0.0,0
RED,2017-11-30 19:47:26.4660000,2017-11-30 20:16:33.0770000,6.34,8
GREEN,2017-11-29 09:46:56.9660000,2017-11-29 12:23:23.0040000,0.0,0
GREEN,2017-09-02 22:29:38.1660000,2017-09-02 22:30:20.1350000,0.0,0
RED,2017-03-13 06:03:27.6540000,2017-03-13 06:13:00.4810000,2.02,6
RED,2017-03-11 19:56:36.3110000,2017-03-11 20:15:56.2780000,3.83,6
RED,2017-04-12 17:55:31.3290000,2017-04-12 18:00:45.3010000,1.01,1
RED,2017-06-23 18:57:29.6620000,2017-06-23 19:29:41.2890000,6.45,10
GREEN,2017-12-06 06:57:13.0360000,2017-12-06 07:18:24.2650000,0.0,0
GREEN,2017-11-24 00:40:48.7510000,2017-11-24 01:58:24.8780000,0.0,0
RED,2017-08-15 09:21:46.6010000,2017-08-15 18:49:43.0260000,66.39,68
RED,2017-10-06 10:11:42.8150000,2017-10-06 10:56:51.0770000,10.05,5
GREEN,2017-11-08 11:16:51.0760000,2017-11-08 11:33:30.4490000,0.0,0
GREEN,2017-10-30 12:52:29.5080000,2017-10-30 13:07:07.9950000,0.0,0
GREEN,2017-12-04 10:20:48.1940000,2017-12-04 10:27:54.4320000,0.0,0
RED,2017-05-20 08:49:36.8830000,2017-05-20 09:00:10.0370000,2.22,6
GREEN,2017-12-13 21:42:54.0750000,2017-12-13 22:09:26.3420000,0.0,0
GREEN,2017-03-06 08:13:46.3470000,2017-03-06 08:15:27.6020000,0.0,0
RED,2017-08-12 11:26:38.1490000,2017-08-12 11:44:48.5350000,3.13,2
GREEN,2017-05-29 22:28:50.9810000,2017-05-30 00:01:31.3120000,0.0,0
RED,2017-03-04 22:37:11.5430000,2017-03-04 23:07:54.5750000,6.09,15
GREEN,2017-09-08 16:57:15.6680000,2017-09-08 17:04:36.7560000,0.0,0
GREEN,2017-07-01 10:29:28.3280000,2017-07-01 11:53:15.9190000,0.0,0
RED,2017-12-11 06:56:30.3560000,2017-12-11 07:17:42.6520000,4.81,11
GREEN,2017-07-31 17:42:00.9420000,2017-07-31 17:42:45.8480000,0.0,0
GREEN,2017-09-15 18:53:25.5010000,2017-09-15 19:15:00.8710000,0.0,0
RED,2017-07-01 22:07:13.9800000,2017-07-01 22:16:48.5170000,2.02,4
RED,2017-05-20 22:39:02.4770000,2017-05-20 23:02:59.5000000,4.84,17
RED,2017-08-31 19:05:51.1410000,2017-08-31 19:26:34.4010000,5.46,7
GREEN,2017-08-16 00:03:54.5460000,2017-08-16 07:01:04.3020000,0.0,0
GREEN,2017-01-18 13:41:14.1080000,2017-01-18 14:49:47.6190000,0.0,0
RED,2017-12-31 10:48:43.1450000,2017-12-31 10:56:52.7750000,1.97,2
RED,2017-07-09 18:18:16.3450000,2017-07-09 18:37:44.3180000,3.75,6
RED,2017-10-17 15:14:56.4470000,2017-10-17 15:40:31.3400000,6.77,9
GREEN,2017-06-09 06:56:10.0450000,2017-06-09 13:46:59.7410000,0.0,0
GREEN,2017-08-15 15:51:57.7150000,2017-08-15 16:19:43.5640000,0.0,0
GREEN,2017-02-26 14:59:44.5470000,2017-02-26 15:08:01.4100000,0.0,0
GREEN,2017-02-16 20:55:26.2770000,2017-02-17 06:47:14.8950000,0.0,0
GREEN,2017-03-18 10:51:55.1950000,2017-03-18 11:02:35.5960000,0.0,0
GREEN,2017-04-24 06:54:51.6190000,2017-04-24 09:41:59.1590000,0.0,0
GREEN,2017-08-23 16:25:50.8100000,2017-08-23 16:27:08.1520000,0.0,0
GREEN,2017-07-23 18:36:20.0290000,2017-07-23 20:07:27.0150000,0.0,0
GREEN,2017-07-10 14:06:07.6690000,2017-07-10 14:28:38.6040000,0.0,0
RED,2017-02-16 16:50:37.5600000,2017-02-16 17:15:12.1190000,5.04,8
GREEN,2017-04-28 12:18:11.9030000,2017-04-28 12:45:44.2400000,0.0,0
GREEN,2017-03-08 20:42:35.3690000,2017-03-08 20:49:46.6700000,0.0,0
GREEN,2017-07-17 09:00:55.6160000,2017-07-17 09:07:38.9790000,0.0,0
GREEN,2017-01-14 19:15:08.7800000,2017-01-14 19:23:49.2110000,0.0,0
GREEN,2017-09-26 19:33:51.4540000,2017-09-26 21:01:48.1560000,0.0,0
GREEN,2017-12-25 14:06:57.0340000,2017-12-25 14:36:51.7610000,0.0,0
RED,2017-05-20 21:23:12.6230000,2017-05-20 21:33:59.4940000,2.22,5
GREEN,2017-11-18 15:28:02.3100000,2017-11-18 15:28:15.2350000,0.0,0
RED,2017-12-14 07:49:56.4950000,2017-12-14 08:03:27.2360000,3.06,5
GREEN,2017-11-03 09:04:07.6720000,2017-11-03 09:48:22.1990000,0.0,0
RED,2017-12-22 07:47:54.1890000,2017-12-22 08:17:47.4850000,8.57,25
GREEN,2017-05-31 16:33:45.9250000,2017-05-31 17:06:36.9510000,0.0,0
GREEN,2017-06-01 20:59:02.2370000,2017-06-01 21:27:13.7230000,0.0,0
RED,2017-10-14 21:03:06.7870000,2017-10-14 21:11:11.4060000,2.08,3
GREEN,2017-07-11 21:36:28.6450000,2017-07-12 07:27:37.5950000,0.0,0
GREEN,2017-12-07 22:44:45.3400000,2017-12-07 23:00:23.7390000,0.0,0
GREEN,2017-09-13 10:17:28.2110000,2017-09-13 12:10:18.8030000,0.0,0
RED,2017-06-23 20:15:01.0060000,2017-06-23 20:22:53.1760000,2.08,2
GREEN,2017-08-09 17:52:51.7960000,2017-08-09 17:53:00.3060000,0.0,0
RED,2017-12-30 12:01:58.1470000,2017-12-30 12:08:18.4100000,2.0,1
GREEN,2017-07-20 06:13:10.1540000,2017-07-20 06:15:42.5550000,0.0,0
GREEN,2017-04-12 18:58:42.3400000,2017-04-12 18:58:54.6150000,0.0,0
GREEN,2017-02-09 19:50:10.1270000,2017-02-09 19:51:39.7980000,0.0,0
GREEN,2017-07-08 12:31:42.5560000,2017-07-08 19:14:00.3100000,0.0,0
RED,2017-06-25 01:56:16.4410000,2017-06-25 11:51:40.3890000,83.19,2
GREEN,2017-03-20 20:26:11.7560000,2017-03-20 20:29:04.8630000,0.0,0
RED,2017-03-09 22:09:16.2670000,2017-03-09 22:24:22.7660000,3.91,5
RED,2017-02-09 19:28:20.0440000,2017-02-09 19:52:34.7600000,4.84,13
GREEN,2017-11-13 13:04:55.6860000,2017-11-13 13:11:44.3730000,0.0,0
RED,2017-08-24 19:24:45.7710000,2017-08-24 19:44:54.5270000,5.34,7
GREEN,2017-11-11 06:42:29.4010000,2017-11-11 08:54:14.3750000,0.0,0
GREEN,2017-11-05 01:39:48.9060000,2017-11-05 13:17:56.6100000,0.0,0
GREEN,2017-10-11 19:45:41.5070000,2017-10-11 20:12:35.2540000,0.0,0
GREEN,2017-11-08 20:07:22.7490000,2017-11-09 07:40:43.1480000,0.0,0
RED,2017-10-29 18:53:16.3140000,2017-10-29 19:19:41.4390000,7.03,13
GREEN,2017-10-17 02:21:12.4020000,2017-10-17 03:15:27.7120000,0.0,0
GREEN,2017-03-25 19:51:04.6840000,2017-03-25 20:07:42.5320000,0.0,0
GREEN,2017-12-08 13:19:48.1310000,2017-12-08 14:05:29.3310000,0.0,0
GREEN,2017-12-14 20:35:22.5390000,2017-12-14 20:48:05.6440000,0.0,0
RED,2017-04-07 12:01:51.7260000,2017-04-07 12:36:44.0160000,6.17,3
GREEN,2017-09-09 18:10:04.5210000,2017-09-09 20:03:14.7500000,0.0,0
GREEN,2017-06-09 22:07:36.0400000,2017-06-09 22:59:12.2420000,0.0,0
GREEN,2017-02-28 17:52:54.6270000,2017-02-28 18:12:39.4900000,0.0,0
GREEN,2017-06-01 08:09:44.9870000,2017-06-01 08:29:01.2490000,0.0,0
RED,2017-05-19 23:17:46.9010000,2017-05-19 23:28:32.0900000,2.22,6
GREEN,2017-04-12 22:03:50.5920000,2017-04-12 22:05:26.5500000,0.0,0
RED,2017-03-05 14:33:27.3750000,2017-03-05 14:54:47.5980000,4.24,9
GREEN,2017-07-31 12:32:24.8020000,2017-07-31 18:05:03.2340000,0.0,0
GREEN,2017-03-12 18:47:01.4100000,2017-03-12 18:47:21.1330000,0.0,0
RED,2017-09-26 18:40:54.8010000,2017-09-26 19:18:45.6680000,8.08,8
RED,2017-06-19 21:58:27.6220000,2017-06-19 22:25:41.9970000,5.45,12
RED,2017-10-05 15:01:44.5230000,2017-10-05 16:05:20.7750000,13.98,18
RED,2017-06-17 11:35:05.0760000,2017-06-17 12:07:58.3850000,6.57,10
RED,2017-07-01 09:51:23.8540000,2017-07-01 10:07:38.9150000,3.14,6
RED,2017-06-04 11:05:37.1960000,2017-06-04 11:46:43.9510000,10.24,11
RED,2017-09-13 20:04:43.4870000,2017-09-13 20:15:42.9620000,2.62,2
GREEN,2017-03-09 00:04:24.4720000,2017-03-09 08:42:11.3530000,0.0,0
RED,2017-12-16 20:32:37.8200000,2017-12-16 20:57:26.6290000,5.68,6
RED,2017-12-28 18:44:42.3590000,2017-12-28 18:52:55.1340000,1.97,2
RED,2017-02-10 20:24:07.0650000,2017-02-10 20:42:16.3880000,5.14,7
GREEN,2017-01-19 20:07:41.2270000,2017-01-19 20:08:04.1740000,0.0,0
RED,2017-11-18 21:10:50.2790000,2017-11-18 21:19:47.5480000,2.34,4
GREEN,2017-02-01 17:59:49.5310000,2017-02-01 18:05:28.9180000,0.0,0
GREEN,2017-06-05 23:15:26.3590000,2017-06-06 07:52:41.3740000,0.0,0
RED,2017-10-15 21:13:10.0840000,2017-10-15 21:38:20.9640000,7.43,17
GREEN,2017-02-11 23:26:45.3450000,2017-02-12 04:23:05.0020000,0.0,0
RED,2017-02-05 15:54:14.9400000,2017-02-05 16:40:14.7230000,9.07,27
RED,2017-11-30 18:34:41.8680000,2017-11-30 18:39:49.3360000,1.09,2
RED,2017-10-22 18:04:15.0330000,2017-10-22 18:12:38.3590000,2.34,3
RED,2017-08-03 23:04:33.6300000,2017-08-03 23:23:31.5330000,3.83,9
GREEN,2017-03-09 19:02:10.0270000,2017-03-09 19:07:31.7960000,0.0,0
GREEN,2017-03-29 18:13:35.7960000,2017-03-29 18:13:38.5590000,0.0,0
GREEN,2017-03-02 05:33:41.4400000,2017-03-02 11:02:40.2410000,0.0,0
GREEN,2017-02-25 22:50:04.4260000,2017-02-26 08:09:20.7050000,0.0,0
RED,2017-01-28 14:38:43.8510000,2017-01-28 15:06:32.1390000,5.15,4
GREEN,2017-12-09 12:30:30.5920000,2017-12-09 12:43:20.7140000,0.0,0
RED,2017-10-08 08:01:16.5570000,2017-10-08 08:10:04.4680000,2.34,6
GREEN,2017-02-12 18:27:12.2830000,2017-02-12 18:29:03.6970000,0.0,0
GREEN,2017-01-27 20:50:29.8020000,2017-01-27 21:53:02.4870000,0.0,0
RED,2017-02-04 17:32:00.7870000,2017-02-04 17:48:01.5340000,3.1,4
GREEN,2017-02-21 11:34:10.0200000,2017-02-21 11:34:32.7090000,0.0,0
RED,2017-01-31 15:46:01.8670000,2017-01-31 16:10:13.9140000,4.84,11
GREEN,2017-04-03 01:49:39.2950000,2017-04-03 08:03:29.4860000,0.0,0
RED,2017-03-14 19:54:53.6960000,2017-03-14 20:07:54.6810000,2.62,4
GREEN,2017-09-08 21:45:51.3440000,2017-09-08 22:51:10.8440000,0.0,0
GREEN,2017-09-06 08:30:10.4500000,2017-09-06 08:31:04.9420000,0.0,0
RED,2017-10-04 18:29:04.5200000,2017-10-04 18:34:10.7580000,1.09,2
GREEN,2017-01-11 20:30:20.1410000,2017-01-11 20:34:39.1880000,0.0,0
GREEN,2017-12-30 12:43:25.3680000,2017-12-30 13:05:24.0360000,0.0,0
GREEN,2017-04-23 01:55:09.0420000,2017-04-23 02:03:24.0260000,0.0,0
RED,2017-08-22 19:24:40.8030000,2017-08-22 19:29:59.7410000,1.71,2
GREEN,2017-04-09 13:21:05.3280000,2017-04-09 13:21:20.3830000,0.0,0
GREEN,2017-04-13 13:11:36.5100000,2017-04-13 13:23:35.2110000,0.0,0
GREEN,2017-05-16 12:15:08.4900000,2017-05-16 13:16:19.8920000,0.0,0
GREEN,2017-03-02 13:05:01.6920000,2017-03-02 13:18:21.0860000,0.0,0
GREEN,2017-04-16 11:17:52.7590000,2017-04-16 11:21:16.2160000,0.0,0
GREEN,2017-12-16 21:36:52.7850000,2017-12-16 22:34:37.4480000,0.0,0
GREEN,2017-05-16 19:58:01.6590000,2017-05-16 22:33:33.6340000,0.0,0
RED,2017-02-07 20:09:57.7860000,2017-02-07 20:50:57.1160000,8.1,16
RED,2017-01-04 10:18:35.1010000,2017-01-04 10:31:23.1560000,2.62,6
GREEN,2017-03-01 15:31:40.5620000,2017-03-01 17:03:04.4730000,0.0,0
RED,2017-09-22 21:10:20.4260000,2017-09-22 21:52:59.7450000,9.39,9
GREEN,2017-12-23 16:18:00.2430000,2017-12-23 16:57:16.9530000,0.0,0
GREEN,2017-08-17 07:11:10.9070000,2017-08-17 07:58:54.6870000,0.0,0
GREEN,2017-10-02 22:55:24.2750000,2017-10-02 23:05:44.0200000,0.0,0
RED,2017-10-21 11:36:32.0230000,2017-10-21 11:48:37.6350000,3.39,3
RED,2017-01-15 23:46:36.1780000,2017-01-16 00:01:42.8610000,3.03,8
GREEN,2017-10-28 01:47:31.6460000,2017-10-28 01:48:26.5460000,0.0,0
RED,2017-04-26 10:08:35.5430000,2017-04-26 10:37:59.7550000,5.88,9
GREEN,2017-10-04 17:37:26.4900000,2017-10-04 17:41:04.1010000,0.0,0
RED,2017-12-25 13:38:30.0740000,2017-12-25 15:16:24.5620000,0.0,46
RED,2017-07-10 20:29:48.0670000,2017-07-10 20:36:22.8950000,1.41,3
RED,2017-08-14 16:40:38.9140000,2017-08-14 16:57:29.9020000,3.01,2
RED,2017-10-11 14:38:56.2220000,2017-10-11 14:51:36.3380000,3.06,5
GREEN,2017-04-21 21:58:23.3500000,2017-04-21 21:59:35.0670000,0.0,0
GREEN,2017-09-23 01:15:14.3530000,2017-09-23 01:41:50.9780000,0.0,0
RED,2017-02-04 17:26:46.6940000,2017-02-04 17:36:58.4220000,2.02,4
RED,2017-05-24 18:19:46.3210000,2017-05-24 18:45:05.7390000,4.88,9
RED,2017-04-28 21:27:58.9480000,2017-04-28 21:36:39.8160000,1.82,2
GREEN,2017-10-08 11:40:52.5650000,2017-10-08 13:03:13.9750000,0.0,0
RED,2017-12-03 23:04:21.7020000,2017-12-03 23:12:04.2090000,1.75,3
GREEN,2017-12-01 22:08:40.6490000,2017-12-01 22:22:13.8600000,0.0,0
RED,2017-01-01 21:19:24.6330000,2017-01-01 21:24:45.2390000,1.01,2
RED,2017-08-27 03:05:52.6410000,2017-08-27 03:36:26.3690000,5.93,9
GREEN,2017-05-22 00:45:39.5570000,2017-05-22 07:26:54.4550000,0.0,0
GREEN,2017-12-26 12:40:07.6560000,2017-12-26 15:14:48.0400000,0.0,0
RED,2017-04-02 18:03:18.6350000,2017-04-02 18:13:14.3620000,2.61,4
RED,2017-01-23 05:07:30.8670000,2017-01-23 05:37:35.7100000,6.05,25
GREEN,2017-04-22 22:40:27.7300000,2017-04-22 22:51:48.2080000,0.0,0
RED,2017-08-07 07:29:56.7460000,2017-08-07 08:16:00.3090000,10.24,6
GREEN,2017-03-05 14:45:06.4710000,2017-03-05 23:50:47.8240000,0.0,0
GREEN,2017-02-08 16:06:35.7030000,2017-02-08 16:24:01.7140000,0.0,0
GREEN,2017-11-13 20:59:43.6950000,2017-11-13 21:11:23.7670000,0.0,0
RED,2017-06-08 20:15:49.3100000,2017-06-08 20:23:20.2150000,1.41,2
GREEN,2017-06-20 13:13:19.6420000,2017-06-20 13:22:17.4460000,0.0,0
GREEN,2017-04-05 20:32:10.0280000,2017-04-05 20:39:40.9110000,0.0,0
GREEN,2017-05-28 10:54:32.9850000,2017-05-28 14:17:56.3680000,0.0,0
GREEN,2017-05-30 06:13:46.6310000,2017-05-30 16:17:58.2430000,0.0,0
RED,2017-07-19 10:27:34.4990000,2017-07-19 11:51:09.4280000,13.93,5
GREEN,2017-06-26 21:20:23.7500000,2017-06-27 06:43:40.7450000,0.0,0
RED,2017-04-06 07:38:30.3900000,2017-04-06 07:42:38.9160000,0.81,1
GREEN,2017-07-07 20:19:40.2050000,2017-07-07 21:26:59.1180000,0.0,0
GREEN,2017-03-25 21:51:10.0570000,2017-03-25 22:15:26.1110000,0.0,0
GREEN,2017-09-30 21:38:08.5070000,2017-09-30 22:01:49.0210000,0.0,0
RED,2017-06-19 14:55:19.0220000,2017-06-19 14:59:32.4340000,0.81,1
GREEN,2017-02-10 12:14:18.2430000,2017-02-10 12:18:23.0250000,0.0,0
RED,2017-03-12 19:56:44.0670000,2017-03-12 20:02:58.1910000,1.56,2
RED,2017-07-16 18:49:45.9880000,2017-07-16 19:00:42.7590000,2.22,2
GREEN,2017-02-22 20:12:23.0890000,2017-02-22 20:14:19.7870000,0.0,0
GREEN,2017-12-21 08:19:50.6090000,2017-12-21 14:38:43.6770000,0.0,0
RED,2017-02-28 13:47:53.0720000,2017-02-28 13:54:57.7420000,1.41,3
GREEN,2017-10-05 11:08:10.2750000,2017-10-05 11:09:19.5460000,0.0,0
GREEN,2017-08-20 22:09:29.1150000,2017-08-21 05:02:32.9100000,0.0,0
GREEN,2017-05-14 15:35:35.4020000,2017-05-14 16:43:09.8830000,0.0,0
GREEN,2017-02-23 18:02:55.6200000,2017-02-23 19:59:03.7100000,0.0,0
GREEN,2017-11-23 00:49:22.3510000,2017-11-23 05:37:23.6560000,0.0,0
RED,2017-07-10 10:17:36.1050000,2017-07-10 10:44:02.8600000,5.24,15
RED,2017-10-21 21:22:11.0750000,2017-10-21 21:45:34.1780000,5.24,9
GREEN,2017-12-21 08:23:18.0160000,2017-12-21 08:38:31.2060000,0.0,0
GREEN,2017-10-12 23:19:37.0450000,2017-10-13 06:00:00.9970000,0.0,0
GREEN,2017-03-20 18:12:01.4400000,2017-03-20 18:15:46.8370000,0.0,0
RED,2017-08-19 07:30:15.7710000,2017-08-19 07:34:10.7470000,0.81,2
RED,2017-10-21 09:33:24.4490000,2017-10-21 09:55:03.4050000,5.03,9
GREEN,2017-08-08 06:46:32.1040000,2017-08-08 07:47:01.7340000,0.0,0
GREEN,2017-04-23 02:49:48.3310000,2017-04-23 05:17:58.7930000,0.0,0
GREEN,2017-01-22 15:40:53.1010000,2017-01-22 16:00:32.7630000,0.0,0
GREEN,2017-06-06 20:41:24.9630000,2017-06-06 23:16:14.1320000,0.0,0
GREEN,2017-05-11 14:44:10.9450000,2017-05-11 14:50:39.3950000,0.0,0
RED,2017-10-14 09:51:02.5620000,2017-10-14 10:03:06.0060000,2.62,4
RED,2017-01-28 08:05:33.9590000,2017-01-28 08:22:51.9440000,3.63,8
RED,2017-04-05 17:31:06.3910000,2017-04-05 17:56:20.6790000,5.24,5
RED,2017-08-22 09:00:32.4960000,2017-08-22 09:03:06.9830000,0.86,0
GREEN,2017-05-10 16:15:25.8040000,2017-05-10 16:47:15.6090000,0.0,0
RED,2017-02-27 18:03:47.4930000,2017-02-27 18:17:15.9290000,2.82,3
GREEN,2017-09-28 00:49:54.1430000,2017-09-28 01:10:50.4350000,0.0,0
GREEN,2017-12-28 18:02:28.3680000,2017-12-28 19:59:39.6190000,0.0,0
RED,2017-06-22 20:48:45.6730000,2017-06-22 21:03:18.5630000,2.94,4
RED,2017-03-25 17:59:01.1520000,2017-03-25 18:15:51.6030000,3.55,4
RED,2017-06-22 21:05:45.4000000,2017-06-22 21:22:45.9590000,3.43,7
RED,2017-06-07 21:28:53.8610000,2017-06-07 21:45:49.4630000,4.13,6
GREEN,2017-10-24 17:43:38.4590000,2017-10-24 17:43:58.4560000,0.0,0
GREEN,2017-08-26 08:48:27.8880000,2017-08-26 11:39:15.6200000,0.0,0
RED,2017-03-05 15:30:48.8420000,2017-03-05 16:04:13.4440000,8.6,21
GREEN,2017-03-10 19:14:19.0970000,2017-03-11 17:45:06.9880000,0.0,0
RED,2017-11-27 08:45:14.0660000,2017-11-27 09:00:14.4060000,3.5,5
GREEN,2017-06-20 17:33:40.8600000,2017-06-20 18:07:19.9170000,0.0,0
GREEN,2017-11-17 14:21:45.2830000,2017-11-17 15:48:19.7300000,0.0,0
GREEN,2017-02-09 15:38:45.1620000,2017-02-09 16:23:40.6510000,0.0,0
GREEN,2017-12-25 12:34:16.0710000,2017-12-25 12:43:48.9410000,0.0,0
GREEN,2017-07-02 18:21:26.5660000,2017-07-02 18:48:36.7470000,0.0,0
RED,2017-11-29 13:23:36.2270000,2017-11-29 13:33:11.4750000,2.18,3
RED,2017-08-25 19:34:48.0750000,2017-08-25 19:46:33.4300000,2.42,5
GREEN,2017-05-30 09:02:54.8730000,2017-05-30 11:27:43.6610000,0.0,0
GREEN,2017-01-21 20:01:11.7350000,2017-01-21 21:21:14.7550000,0.0,0
RED,2017-02-07 17:14:59.9730000,2017-02-07 17:34:23.9770000,3.83,6
GREEN,2017-05-08 18:46:18.7370000,2017-05-08 18:47:49.2400000,0.0,0
RED,2017-10-24 23:41:34.5210000,2017-10-25 00:08:02.2140000,5.9,9
RED,2017-04-30 23:51:47.1250000,2017-05-01 00:03:52.3290000,2.3,3
GREEN,2017-08-22 10:57:31.0100000,2017-08-22 10:58:54.7540000,0.0,0
GREEN,2017-12-26 11:53:38.1510000,2017-12-26 13:20:20.1250000,0.0,0
RED,2017-05-29 21:53:56.9720000,2017-05-29 22:41:11.8360000,9.02,17
GREEN,2017-10-01 21:35:10.1730000,2017-10-01 21:44:09.5160000,0.0,0
GREEN,2017-10-26 22:28:32.5150000,2017-10-26 22:47:08.4730000,0.0,0
GREEN,2017-04-05 12:26:10.0350000,2017-04-05 12:28:19.3670000,0.0,0
GREEN,2017-08-31 09:25:50.1890000,2017-08-31 09:28:50.6900000,0.0,0
GREEN,2017-05-17 20:27:25.4860000,2017-05-17 21:28:11.0960000,0.0,0
GREEN,2017-02-05 03:13:09.3160000,2017-02-05 06:27:54.3440000,0.0,0
GREEN,2017-09-11 08:21:10.2630000,2017-09-11 08:23:35.9110000,0.0,0
RED,2017-02-24 21:45:28.3800000,2017-02-24 22:06:11.4140000,5.47,8
RED,2017-02-08 16:11:52.9870000,2017-02-08 16:44:23.3930000,6.66,15
RED,2017-03-01 16:09:56.2320000,2017-03-01 16:16:21.0770000,1.21,2
GREEN,2017-11-28 13:48:35.6390000,2017-11-28 13:51:13.3810000,0.0,0
RED,2017-11-18 14:13:20.6620000,2017-11-18 14:35:07.5070000,4.81,9
GREEN,2017-05-20 18:52:27.2680000,2017-05-20 18:53:58.3920000,0.0,0
RED,2017-08-29 09:30:54.1660000,2017-08-29 09:52:31.1950000,4.44,12
GREEN,2017-04-06 18:46:18.4430000,2017-04-06 18:52:48.2050000,0.0,0
RED,2017-09-17 23:27:41.1250000,2017-09-17 23:38:02.5010000,2.4,4
RED,2017-09-26 18:41:15.5480000,2017-09-26 18:49:49.4770000,1.97,3
RED,2017-09-29 10:57:33.1200000,2017-09-29 11:09:23.5950000,2.62,3
GREEN,2017-12-29 16:00:20.2890000,2017-12-29 17:12:08.5670000,0.0,0
GREEN,2017-08-04 08:12:05.1500000,2017-08-04 11:49:49.6350000,0.0,0
GREEN,2017-06-19 17:10:36.4140000,2017-06-19 17:17:27.3020000,0.0,0
RED,2017-05-02 19:06:16.4670000,2017-05-02 19:19:54.2910000,2.82,4
GREEN,2017-11-26 16:03:55.3520000,2017-11-26 17:50:36.7850000,0.0,0
GREEN,2017-07-01 03:14:42.0060000,2017-07-01 05:28:25.7780000,0.0,0
GREEN,2017-04-20 19:06:59.4550000,2017-04-20 19:10:03.7090000,0.0,0
RED,2017-12-14 12:06:34.4270000,2017-12-14 12:37:12.2490000,6.77,10
RED,2017-11-08 18:56:44.3930000,2017-11-08 19:02:39.8310000,1.82,3
GREEN,2017-12-13 08:30:39.8890000,2017-12-13 09:36:27.6680000,0.0,0
GREEN,2017-12-15 18:45:53.1800000,2017-12-15 18:48:44.4460000,0.0,0
RED,2017-02-26 18:05:24.6610000,2017-02-26 18:33:44.8790000,5.4,8
GREEN,2017-12-31 22:52:21.2920000,2017-12-31 23:37:50.1720000,0.0,0
GREEN,2017-01-01 01:18:20.8820000,2017-01-01 10:19:54.4510000,0.0,0
RED,2017-03-03 23:39:59.4040000,2017-03-04 00:11:28.7320000,8.86,12
GREEN,2017-10-16 15:48:59.0630000,2017-10-16 17:19:23.2590000,0.0,0
RED,2017-09-26 19:26:53.5680000,2017-09-26 19:38:08.5880000,2.62,1
GREEN,2017-06-25 22:42:39.2180000,2017-06-26 00:30:46.9090000,0.0,0
GREEN,2017-02-27 12:47:14.8940000,2017-02-27 12:47:59.0760000,0.0,0
RED,2017-08-28 13:16:49.2760000,2017-08-28 13:32:31.6020000,3.23,4
GREEN,2017-12-06 09:50:10.1240000,2017-12-06 10:45:59.5450000,0.0,0
